店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
蓉都宽窄巷子火锅店,165162523,四川火锅,,0,,5,69,78,复兴城,5312,20.038619,110.318937,龙华区滨海大道32号复兴城D座（鼎品鲜后面）,,,,双人餐148元，4人餐268元，6人餐358元;78代100元，88代100元;,周一至周日 11:00-21:30,0898-66773151,9149,,,False,0,142,9149,False,False
黑钻石手工烘焙(文庄路店),42424392,甜点饮品,黑钻石法式西点,2880350,,4.7,23,8,高铁东站、龙昆南,5315,20.001151,110.358821,琼山区文庄路大發楼（琼山中学大门口左侧，文庄社区卫生服务中心斜对面）,,,,8元雪媚娘   5选1，15元小甜点，6英寸蛋糕78元起，榴莲千层蛋糕88元，98元蛋糕8选1，103元蛋糕5选1，榴莲千层蛋糕108元，108元蛋糕18选1，芒果草莓千层蛋糕153元，168元蛋糕33选1，榴莲千层蛋糕178元，188元蛋糕13选1，218元蛋糕9选1，258元蛋糕5选1，296元蛋糕16选1;,周一至周日 08:00-22:00  2019-02-03至2019-02-07 休息,0898-65929424/13379991844,9076,,,False,1,108,9076,False,False
好菜湘(海大店),5841036,湘菜,,0,,4,42,92,海甸岛,5313,20.062301,110.325599,美兰区海甸岛五西路恒福居6栋101号,,,,92代100元;,周一至周日 09:30-20:30,0898-66272665,8984,,,False,1,72,8984,True,False
龙虾阁(蓝天店),169241694,湘菜,,0,,3.5,83,19.8,蓝天路沿线,5313,20.021762,110.34547,美兰区蓝天路27号（酒吧一条街呀诺达酒吧旁）,,,,单人餐19.8元，双人餐88元起，3人餐99元，2-3人餐118元;89.9代100元;,周一至周日 11:00-04:00  2019-01-28至2019-02-12 休息,0898-66712520/17776852917,8967,,,False,1,151,8967,False,False
鱼小二,158709774,酸菜鱼/水煮鱼,,0,,4.1,66,90,高铁东站、龙昆南,5315,20.014751,110.376343,琼山区国兴大道国秀城一楼,1,,,双人餐128元;90代100元;,周一至周日 11:00-14:00 17:00-21:30,18889780050,8959,,,False,1,74,8959,False,False
露莎餐厅(海垦广场店),164709205,茶餐厅,,0,,3.2,24,19,海秀中路,5312,20.017796,110.317856,龙华区海秀中路71号海垦广场4楼（麻麻爱旁，酸菜鱼旁）,4,,,单人餐19元起，双人餐39元;45代50元;,周一至周日 10:00-22:00  2019-02-03至2019-02-09 休息,18089816803/0898-66553166,8954,,,False,0,108,8954,False,False
黑钻石手工烘焙(椰林路店),6157043,蛋糕,黑钻石法式西点,2880350,,4.3,40,88,明珠广场,5313,20.02836,110.34703,美兰区椰林路空中花园首层A-111号房,,,,榴莲千层蛋糕88元，98元蛋糕8选1，103元蛋糕5选1，榴莲千层蛋糕108元，108元蛋糕18选1，芒果草莓千层蛋糕153元，168元蛋糕33选1，榴莲千层蛋糕178元，188元蛋糕13选1，218元蛋糕9选1，258元蛋糕5选1，296元蛋糕16选1;,周一至周日 10:00-22:00  2019-02-03至2019-02-07 休息,13379991844,8952,,,False,0,0,8952,True,False
颜知茶也(泰龙城一店),180600481,奶茶/果汁,,0,,5,16,11.9,解放西/泰龙城,5312,20.036694,110.338377,龙华区大同二横路泰龙城小吃街1号铺面（THEONE旁）,,,,11.9元颜知茶也春季新品;,周一至周日 10:00-22:00  2019-02-04至2019-02-06 休息,19946699697,8943,,,False,1,103,8943,False,False
守柴炉烤鸭(和信店),170578563,烤鸭,,0,,3.9,55,88,龙昆南路,5312,20.00473,110.338669,龙华区龙昆南路和信广场2楼（十八碗前面）,2,,,3-4人餐179元，5-6人餐299元，8-9人餐429元，10-12人餐599元;88代100元;,周一至周日 11:00-14:00 17:00-21:30,0898-66503375,8923,,,False,1,89,8923,False,False
咱外婆家的菜(日月店),179950280,融合菜,,0,,4,43,92.9,国兴大道,5313,20.016424,110.348414,美兰区国兴大道日月广场东4白羊座3楼,3,,,92.9代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-65889713,8855,,,False,1,264,8855,False,False
原味一品东山羊,66680767,海南菜,,0,,4.9,50,29,亿圣和广,5313,20.024561,110.337478,美兰区海秀东路58-1号,,,免费提供10个停车位,单人餐29元，双人餐58元，3人餐149元，2-3人餐198元;,周一至周日 11:00-22:00  2019-02-04至2019-02-10 休息,13337534079,8822,,,False,0,17,8822,True,False
晓泉寿司(万国店),80470580,日式寿司,,0,,4.4,11,12.9,大同路沿线,5312,20.032139,110.337591,龙华区万国西路3-2万国大都会西门正对面,,,,单人餐12.9元起，1-2人餐19.9元;16.9代20元;,周一至周日 全天,13876328197,8810,,,False,1,11,8810,True,False
欣奇西点蛋糕(海府店),40495,甜点饮品,欣奇西点蛋糕,29866,,4.3,15,17,海府路沿线,5313,20.031529,110.35314,美兰区海府路29号,,,,17元单粒蛋黄酥，榴芒双拼蛋糕（新品上市）148元;,周一至周日 07:00-22:30,0898-65334530,8800,海口欣奇食品有限公司于1993年3月27日经市工商局审批注册成立，系台商独立投资企业。厂址位于金盘工业区建设三横路金马大厦五楼，是海口首家集研发、生产、销售、服务为一体的专业化西点企业。海口欣奇食品有限公司采用中央工厂集中规模生产、专业快速车队高效配送的连锁店管理模式，坚持“产品打市场，服务定天下”的经营管理思路，主要生产品种有生日蛋糕、西点面包、月饼礼盒、会议点心等共300多个，目前全市区共有三十个销售服务网点。除经营开发海口市场外，公司于2001年设立欣圆分公司在三亚投资设立中央工厂开发外地西点市场；同时结合自身发展及市场需求进足餐饮休闲业，于同期在海口设立恋恋今生复合式咖啡吧经营各式中西套餐、休闲饮品等，餐厅环境优雅、口味鲜美、价格适众，深受广大消费者欢迎。“欣奇蛋糕，新鲜来自烘焙”是公司专业实力与品牌建设的体现。质量是企业的生命、是生存发展的根本，成立之初公司就致立于高档次、高含量之品牌建设，投入巨资引进先进的经营理念和生产工艺，从厂区的工艺布局、原料进购、仓库管理、烤制烘焙、成品包装等各环节全程控制；同时严格按照主管部门要求加强卫生生产管理，积极开展各种形式的专业技能培训及技术交流，提高员工技术能力及专业生产素养。,,False,0,0,8800,True,False
华莱士(三叶店),159501596,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.3,11,10.9,南站/南海大道,5314,19.997596,110.299434,秀英区三叶东路滨涯小区A栋（双创广场对面）,,,,10.9元单人套餐，11.9元单人小吃拼盘套餐;,周一至周日 09:00-00:30,0898-66820483,8733,,,False,1,95,8733,False,False
拾味馆(海甸城店),102931702,海南菜,,0,,4,52,90,海甸岛,5313,20.048723,110.343149,美兰区海甸二东路2号海甸城四楼,4,,,双人餐129元，3-4人餐168元;90代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-66166755,8730,,,False,1,106,8730,False,False
山城记憶老火锅(海甸岛店),95818835,重庆火锅,,0,,4.3,65,88,海甸岛,5313,20.050697,110.350675,美兰区海甸二东路水岸阳光b小区大门口左边绿化带里,,,,9折（买单立享）;双人餐128元，3-4人餐238元，5-6人餐318元;88代100元;,周一至周日 11:30-14:00 16:30-22:00  2019-02-04至2019-02-09 休息,0898-66252187/15338955578/15308900833,8726,,,False,0,58,8726,True,False
好菜湘(世贸店),67834610,湘菜,,0,,5,48,92,金山广场,5312,20.021023,110.30251,龙华区世贸西路金山广场一楼（平安银行旁）,1,,,92代100元;,周一至周日 10:30-14:00 17:00-22:00,0898-66786266,8687,,,False,1,92,8687,True,False
王味螺柳州螺蛳粉(海大店),164410893,螺蛳粉,,0,,4.1,13,10.9,海甸岛,5313,20.050071,110.33576,美兰区海甸三西路市政花园大楼底层第17-1号（海大南门斜对面）,,,,10.9元原味螺蛳粉，14.8元原味螺蛳粉+卤蛋+豆奶;16代20元;,周一至周日 09:30-21:30,17589101415/18608960100,8648,,,False,1,139,8648,False,False
意香缘盐焗鸡(海垦路分店),4804267,地方小吃,,0,,4.7,55,77,海垦路,5312,20.003584,110.30662,龙华区海垦路八一新村北13号（湖南大碗菜楼下）,,,免费停车,2-3人餐77元;,周一至周日 11:30-02:00,0898-68954482,8633,盐焗鸡，是久负盛名的客家菜肴，从古至今均深受海内外人士的喜爱，皮软肉嫩，香浓美味，并有温补功能。意香缘盐焗鸡是一个专制作盐焗鸡的小店，店主在遵循传统的客家盐焗鸡制作方法的同时，不断改进创新，力求带给顾客美食享受,,False,0,0,8633,True,False
杨传老厨靓汤(海甸岛三西路店),4710640,快餐,杨传老厨靓汤,643131,,3.9,23,14.8,海甸岛,5313,20.053675,110.33806,美兰区海甸岛三西路邦墩西路22-2号,,,免费提供10个停车位,14.8元盐水鸡套餐;18代20元;,周一至周日 09:30-22:00  2019-02-01至2019-02-09 休息,0898-32865925,8625,,,False,0,1,8625,True,False
良心饺子城,2566155,东北菜,,0,,3.6,43,45,海甸岛,5313,20.04986,110.345496,美兰区二东路邮电学校斜对面,,,免费提供10个停车位,45代50元，88代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-31099666,8603,良心饺子城始终坚持“凭良心做事，靠诚信经营”的经营理念。为五湖四海的顾客提供了绿色的，健康的，口味纯正的，经典东北黑土地菜式，川，湘菜和中国传统吉祥美食“元宝饺子”。东北人天然的品质、豪爽、热情的服务，经济实惠，再加上温暖的装饰，让你感到你到家的感觉。,,False,1,8,8603,True,False
韩小萌咖啡屋,111156055,咖啡厅,,0,,5,28,26.8,美兰区,5313,20.026418,110.350667,美兰区五指山路康业花园西湖苑E-1-6号尊宝披萨旁边,,,,26.8元单人豪华下午茶/晚茶套餐，2-3人餐128元;44.9代50元，80代100元;,周一至周日 10:00-23:00  非营业时段 2018-02-15至2018-02-22 全天,0898-36315210,8561,,,False,1,78,8561,True,False
汉士佳炸鸡汉堡,40021499,快餐,,0,,4.5,15,11.8,龙华区,5312,20.02641,110.334472,龙华区义龙西路13号海联裕隆大厦首层,,null,,11.8元超值单人餐，18.8元超值炸鸡餐，38.8元超值双人餐;,周一至周日 10:00-03:30,0898-66721157,8558,,,False,1,48,8558,True,False
花甲兄弟,98478880,小吃快餐,,0,,5,13,12.8,解放西/泰龙城,5312,20.036156,110.337963,龙华区泰龙城后广场凉亭2号（四面佛旁）,,,,每满30减3（买单立享）;12.8元秘制花甲;,周一至周日 10:30-22:30,18889289161,8540,,,False,1,0,8540,False,False
颜知茶也(国贸店),181419044,奶茶/果汁,,0,,5,16,11.9,国贸大道,5312,20.025293,110.319833,龙华区国贸路中城商城108号（玉沙路与国贸路交叉口）,,,,11.9元颜知茶也春季新品;,周一至周日 10:00-23:00  2019-02-04至2019-02-06 休息,19946619897,8523,,,False,1,72,8523,False,False
瘦仔家烤活鱼香辣蛙,104181522,干锅/香锅,,0,,4.1,49,49.9,美兰区,5313,20.0273,110.36955,美兰区海府一横路骏发名宇小区1楼1号铺（省警卫局对面）,,,,双人餐49.9元起，2-3人餐58元，2-3人餐88元，2-3人餐96元，3-4人餐98元;,周一至周日 10:00-14:30 17:00-03:30,18289552028,8515,,,False,0,102,8515,True,False
匠子烤鱼(万国店),90100227,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,5,68,99,万国大都会,5312,20.031982,110.338692,龙华区大同路24号万国大都会5楼,5,,,99代110元;,周一至周日 11:00-14:00 17:00-21:30  2019-02-04 休息,0898-65202266,8507,,,False,0,0,8507,False,False
三顾冒菜(兴丹路店),97896086,冒菜,三顾冒菜,110795,http://p1.meituan.net/poi/1d9a370dfd58340bff66330ddab1b2d340293.png,4.6,33,29,兴丹路,5315,20.011601,110.366279,琼山区兴丹路14号星丹城一楼14号铺面,,,,29代33元，45代50元;,周一至周日 11:00-21:00  非营业时段 2018-02-14至2018-02-19 全天,0898-66961908,8502,,,False,1,24,8502,False,False
匠子烤鱼(国贸店),90392173,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,4.4,65,99,玉沙路,5312,20.024758,110.320151,龙华区玉沙路海德堡酒店一楼北侧,,,,99代110元;,周一至周日 11:00-14:00 17:00-21:30  2019-02-04 休息,0898-68508877,8494,,,False,1,87,8494,False,False
淘米·鹅公馆(名门广场店),186244728,海南菜,,0,,5,54,89.9,名门广场,5313,20.023472,110.352012,美兰区蓝天路名门广场5楼,5,,,2-3人餐89.9元，2-3人餐128元，3-4人餐169.9元，4-6人餐219.9元，6-8人餐339.9元;90代100元;,周一至周日 10:30-22:00,0898-32195442,8427,,,False,1,403,8427,False,False
天美汇鸡翅包饭(金棕榈店),60445021,小吃快餐,,0,,5,10,10.8,解放西/泰龙城,5312,20.03938,110.3407,龙华区金棕榈广场一楼风情小吃街路口,1,,,10.8元特色小吃，13元花甲粉丝;,周一至周日 10:00-22:00,13876092555,8420,,,False,0,0,8420,True,False
板桥海鲜广场四排六号,1177077,海鲜,板桥海鲜广场,648206,,4.5,55,80,白龙路沿线,5313,20.042547,110.362395,美兰区板桥路板桥海鲜广场四排六号,,,免费停车,8折（买单立享）;2-4人餐188元，双人餐188元，2-6人餐268元，4-6人餐268元，8-10人餐368元，7-10人餐488元，10-12人餐518元，4-6人餐538元，12人餐701元，10人餐988元;80代100元;,周一至周日 09:00-23:00  2019-02-04至2019-02-05 休息,13322006051,8387,板桥海鲜广场5排3号是一家10年老店在海口有一定的口碑和知名度，该海鲜广场靠近海口的海鲜市场，海鲜品种丰富，该店以烹饪、蒸煮、爆炒、深加工为主的海鲜城。我们将打造平价、新鲜、美味的海鲜广场,,False,0,75,8387,True,False
欣奇西点蛋糕(金山店),40509,甜点饮品,欣奇西点蛋糕,29866,,4,10,17,海垦路,5312,20.0022,110.30582,龙华区海垦路88号戎居公寓1楼D铺,,,,17元单粒蛋黄酥，榴芒双拼蛋糕（新品上市）148元;,周一至周日 07:30-23:00,0898-68929033,8349,海口欣奇食品有限公司于1993年3月27日经市工商局审批注册成立，系台商独立投资企业。厂址位于金盘工业区建设三横路金马大厦五楼，是海口首家集研发、生产、销售、服务为一体的专业化西点企业。海口欣奇食品有限公司采用中央工厂集中规模生产、专业快速车队高效配送的连锁店管理模式，坚持“产品打市场，服务定天下”的经营管理思路，主要生产品种有生日蛋糕、西点面包、月饼礼盒、会议点心等共300多个，目前全市区共有三十个销售服务网点。除经营开发海口市场外，公司于2001年设立欣圆分公司在三亚投资设立中央工厂开发外地西点市场；同时结合自身发展及市场需求进足餐饮休闲业，于同期在海口设立恋恋今生复合式咖啡吧经营各式中西套餐、休闲饮品等，餐厅环境优雅、口味鲜美、价格适众，深受广大消费者欢迎。“欣奇蛋糕，新鲜来自烘焙”是公司专业实力与品牌建设的体现。质量是企业的生命、是生存发展的根本，成立之初公司就致立于高档次、高含量之品牌建设，投入巨资引进先进的经营理念和生产工艺，从厂区的工艺布局、原料进购、仓库管理、烤制烘焙、成品包装等各环节全程控制；同时严格按照主管部门要求加强卫生生产管理，积极开展各种形式的专业技能培训及技术交流，提高员工技术能力及专业生产素养。,,False,0,0,8349,True,False
费氏小笼包,64407335,快餐,,0,,4.2,10,7,上邦百汇城,5312,20.02185,110.323298,龙华区金龙路国贸上邦百汇城1号楼小吃城11-10铺面（原富豪大厦店）,1,,,9.5折（买单立享）;7元招牌小笼包，11.9元美味单人餐，17.8元美味单人餐;,周一至周日 10:00-21:00,18084617506,8344,,,False,0,5,8344,True,False
鲁能希尔顿酒店田园汇西餐厅,94896503,综合自助,,0,,5,193,90,机场周边/东海岸/大学城,5313,20.061355,110.41475,美兰区琼山大道2号,,,,单人晚餐198元，单人晚餐219元;90代100元;,周一至周日 06:30-11:00 17:30-21:30,0898-36338288/15607604081,8342,,,False,0,60,8342,False,False
66烤鱼吧,158446140,烤鱼,,0,,5,33,79,解放西/泰龙城,5312,20.040076,110.337176,龙华区解放西东方广场后龙华一横街103号,,,,2-3人餐89.9元，2-3人餐99.9元，2-3人餐99.9元，4人餐118元，6人餐179元起，8人餐239元;79代100元;,周一至周日 10:00-23:00  2019-02-04至2019-02-07 休息,0898-65623681/18508912292,8331,,,False,1,51,8331,True,False
九宫主主题火锅,124979950,火锅,,0,,3.6,47,66,秀英大道,5314,20.006983,110.28202,秀英区秀华大道67号洲际鞋业五楼,,,,双人餐66元，2-3人餐68元，3-4人餐98元，2-3人餐98.8元，5人餐129元，4人餐129元，6-8人餐198元;,周一至周日 11:00-02:00,0898-32686459,8310,,,False,0,48,8310,False,False
东就鸭饭店(国秀店),157370513,海南菜,东就鸭饭店,125318,,5,43,92,国秀城,5315,20.014416,110.376635,琼山区国兴大道68号国秀城一楼105号商铺,1,,,9.5折（买单立享）;2-3人餐98元，3-4人餐148元，3-4人餐188元，5-6人餐288元，8-10人餐688元;92代100元，180代200元;,周一至周四 11:00-14:30 17:00-21:00  周五至周日 11:00-15:00 17:00-21:30,0898-66978899,8276,,,False,1,67,8276,False,False
魔法师烤鱼,159800848,烤鱼,,0,,3.8,58,85,高铁东站、龙昆南,5315,20.000554,110.355955,琼山区中山北路中山城4楼（肯德基对面）,,,,双人餐99元起，3-4人餐118元，3人餐158元，3-4人餐168元，5人餐298元;85代100元;,周一至周日 11:00-22:00,0898-32182209,8218,,,False,0,1,8218,True,False
尊宝比萨(世贸店),41941564,披萨,尊宝比萨,23791,http://p0.meituan.net/poi/8af8b0c187740afe5d18138d1d96d44069386.png,4,33,10,金贸西路沿线,5312,20.01667,110.29698,龙华区金贸西路11号（惠财大厦一层）,,,,单人餐10元起，11.5元黄金蝴蝶虾，21元精彩单人餐，28元芝士焗榴莲，40元水果什锦比萨，40元超值单人餐，1-2人餐42元，56元榴莲比萨，1-3人餐59元，59元精彩双人餐，63元超值双人餐，72元超多榴莲双人餐，79元欢乐家庭餐;,周一至周日 10:00-22:00,0898-68652970,8213,,,False,1,51,8213,True,False
黑钻石手工烘焙(琼山店),5401587,蛋糕,黑钻石法式西点,2880350,,4.7,0,78,高铁东站、龙昆南,5315,19.994892,110.365554,琼山区桂林上路五巷92-2号,,,,6英寸蛋糕78元起，榴莲千层蛋糕88元，98元蛋糕8选1，103元蛋糕5选1，榴莲千层蛋糕108元，108元蛋糕18选1，芒果草莓千层蛋糕153元，168元蛋糕33选1，榴莲千层蛋糕178元，188元蛋糕13选1，218元蛋糕9选1，258元蛋糕5选1，296元蛋糕16选1;,周一至周日 09:00-02:00  2019-02-03至2019-02-07 休息,0898-65929424/13379991844,8210,黑钻石是一家高端西点品牌，由来自25年行业经验丰富的著名大师Neil（尼尔）和他的两位助手创办，Neil经历了欧美、亚洲等多地的学习和实践，将西点的美味与艺术结合。目的只是为了那些精于享受，热爱生活，追求美味、艺术、时尚的饕餮客们。 黑钻石坚持使用天然奶油、天然可可巧克力、有机水果等进口食材，拒绝使用植物油，拒绝代可可脂，做到所有西点不含反式脂肪酸，因此黑钻石在全球精选100多种高端原料，采用最纯正的工艺与最严格的质量体系作为保证力求将欧洲西点的品质文化理念和黑钻石对美味与艺术的理念融为一体，同时为了能让饕餮客们充分品味“私密乐享”的尊荣感。黑钻石西点将制作车间环境及技术水平定位高级别，所做这些志在让源自欧洲的西点艺术更有保证。 黑钻石采用b2c电子商务模式（网络与电话订购）建立自己的配送中心，确保每份高品质的产品安好不变地送到您的手里。 公司愿景：打造最专业的西式点心 广告语：切下一块更美为,,False,1,0,8210,False,False
妈妈秀韩国小厨(宜欣店),96855176,韩国菜,,0,,5,35,28,宜欣广场,5312,20.02475,110.31257,龙华区明珠路8号宜欣城4楼,4,,,9.2折（买单立享）;单人餐28元起，双人餐39.9元，2-3人餐101元，4人餐145元;35代50元，45代50元;,周一至周日 11:00-21:00  2019-02-04至2019-02-07 休息,0898-36606559,8202,,,False,1,76,8202,False,False
华莱士(义龙店NO.70),159265523,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.7,11,10.9,龙华区,5312,20.026878,110.336849,龙华区义龙横路1号一楼（江南商业大厦）,,,,10.9元单人套餐，11.9元单人小吃拼盘套餐;,周一至周日 08:00-22:00,0898-66745339,8151,,,False,1,97,8151,False,False
百味园,4677903,甜点饮品,百味园,824315,,4,0,48.8,海秀东路沿线,5312,20.026814,110.336902,龙华区义龙横路1号江南商业大厦,,,,48.8元蛋糕2选1，98.8元蛋糕2选1，双层卡通蛋糕108元，188元蛋糕2选1，199元蛋糕2选1，鲜奶油水果蛋糕288元，358元蛋糕2选1，488元蛋糕2选1;,周一至周日 06:00-23:00,0898-66765717/13876371919,8113,百味园，系一家专业的蛋糕和西点饼屋店。选用新鲜奶油与自制烘焙的蛋糕内瓤特色制作，品种繁多，口感柔软香甜，满足时下喜爱甜食吃客的挑剔口感,,False,0,3,8113,True,False
椰语堂清补凉(吾悦广场店),116952555,传统甜品,,0,,4.2,21,13.8,新城吾悦购物广场,5312,19.977176,110.339204,龙华区迎宾路18号吾悦广场3楼3021号商铺,3,,,13.8元椰子很芒，15.8元椰香冰激淋清补凉;43代50元;,周一至周日 09:00-22:30,0898-66801753/13519812192,8094,,,False,1,42,8094,True,False
玉林串串香火锅,160386486,串串香,,0,,3.9,61,88,国兴大道、日月广场、省政府,5312,20.020085,110.376677,龙华区国兴大道美苑路桫椤湾1楼2-107商铺,,,,88代100元;,周一至周日 11:30-14:00 16:30-22:30,18938887719/18289734002,8077,,,False,0,155,8077,False,False
常德私房菜(五西路店),1182105,烤鱼,,0,,4.9,29,42,海甸岛,5313,20.061284,110.328359,美兰区五西路海大北门旁,,,,双人餐42元，2-3人餐69元，6-7人餐158元，8-10人餐188元，10-12人餐268元;,周一至周日 09:30-22:30,15673734285,8021,,,False,1,0,8021,True,False
豪享来(国贸店),1179387,西餐,豪享来,1016233,http://p1.meituan.net/poi/07ac06ba9814f4791bf171a2bdc8978a11308.png,3.8,57,92,玉沙路,5312,20.025023,110.320476,龙华区玉沙路16-1号（富国商业广场二楼）,,,,92代100元;,周一至周日 10:00-22:00,0898-66517294,7950,,,False,1,68,7950,False,False
鑫成草原碳烤羊腿(金盘店),6307524,烤羊腿,,0,,4.5,42,88,金盘,5312,19.99059,110.328203,龙华区金盘路42号（市中医院侧门对面）,,,商家服务：免费提供20个停车位,2-3人餐88元，2-4人餐98元，2-3人餐148元，4-6人餐178元，4-6人餐208元，8-10人餐358元，15-20人餐1388元;,周一至周日 17:00-00:00  2019-02-03至2019-02-11 休息,13976004382/13976695896,7939,,,False,0,38,7939,True,False
穆斯林肥牛火锅(穆斯林宾馆店),2502139,其他中餐,,0,,4,71,89,龙昆南路,5312,19.99211,110.34065,龙华区龙昆南路98-8号（龙昆南路与城西路路口省高院斜对面，187医院北一百米，动车站北500米）,,,免费停车场,89代100元;,周一至周日 10:00-14:00 17:00-22:00,0898-66970006,7899,,,False,0,28,7899,True,False
欣奇西点蛋糕(板桥店),40499,甜点饮品,欣奇西点蛋糕,29866,,4.2,12,17,高铁东站、龙昆南,5315,19.998323,110.34521,琼山区板桥路20号,,,,17元单粒蛋黄酥，榴芒双拼蛋糕（新品上市）148元;,周一至周日 07:30-23:00,0898-65805608,7873,海口欣奇食品有限公司于1993年3月27日经市工商局审批注册成立，系台商独立投资企业。厂址位于金盘工业区建设三横路金马大厦五楼，是海口首家集研发、生产、销售、服务为一体的专业化西点企业。海口欣奇食品有限公司采用中央工厂集中规模生产、专业快速车队高效配送的连锁店管理模式，坚持“产品打市场，服务定天下”的经营管理思路，主要生产品种有生日蛋糕、西点面包、月饼礼盒、会议点心等共300多个，目前全市区共有三十个销售服务网点。除经营开发海口市场外，公司于2001年设立欣圆分公司在三亚投资设立中央工厂开发外地西点市场；同时结合自身发展及市场需求进足餐饮休闲业，于同期在海口设立恋恋今生复合式咖啡吧经营各式中西套餐、休闲饮品等，餐厅环境优雅、口味鲜美、价格适众，深受广大消费者欢迎。“欣奇蛋糕，新鲜来自烘焙”是公司专业实力与品牌建设的体现。质量是企业的生命、是生存发展的根本，成立之初公司就致立于高档次、高含量之品牌建设，投入巨资引进先进的经营理念和生产工艺，从厂区的工艺布局、原料进购、仓库管理、烤制烘焙、成品包装等各环节全程控制；同时严格按照主管部门要求加强卫生生产管理，积极开展各种形式的专业技能培训及技术交流，提高员工技术能力及专业生产素养。,,False,0,0,7873,True,False
天外鲜斑鱼庄(友谊阳光城店),161876389,鱼火锅,,0,,4.6,65,138,新友谊阳光城,5312,20.023677,110.324112,龙华区金龙路2号友谊阳光城9层,9,,,双人餐138元，2-3人餐188元，4-6人餐358元，6-8人餐488元，8-10人餐588元;,周一至周日 11:00-14:00 17:00-21:00  2019-02-04至2019-02-08 休息,0898-68526692/18976688673,7857,,,False,0,218,7857,False,False
芭蕉亚洲(西沙店),76125,泰国菜,芭蕉亚洲,958072,,4.3,57,48.8,美兰区,5313,20.023177,110.338731,美兰区西沙路14号,,,免费提供10个停车位,48.8元经典双人套餐，68.8元经典3-4人套餐，88.8元芭蕉碳烤活鱼套餐;,周一至周日 09:30-00:00  2019-02-01至2019-02-12 休息,0898-66500036/66666316,7852,芭蕉亚洲是一个集东南亚美食、泰式豆捞、咖啡，奶茶，冰品为一体的新型时尚复合型休闲场所。富有浓郁时尚东南亚的装修风格，贴心放松的休闲式服务，地道正宗的东南亚特色菜式，配以浓厚热带风情的用餐环境，在这里享受别样的东南亚风情式的浪漫。,,False,0,7,7852,True,False
竹村鲜道日式料理,182423222,日本菜,,0,,5,99,78,金盘,5312,19.996389,110.305328,龙华区海垦路海南医药物流商城（农商银行旁）,,,,单人餐78元，3-4人餐98元，3-4人餐118元，双人餐168元起，3-4人餐298元，3-4人餐388元，3-4人餐428元，3-4人餐458元;88代100元;,周一至周日 10:00-22:00,0898-66816347/17512063777,7845,,,False,1,149,7845,False,False
赖胖子肉蟹煲(鹏晖店),154100414,肉蟹煲,赖胖子肉蟹煲,2885366,,3.4,60,90,海甸岛,5313,20.0577,110.349318,美兰区海甸和平大道22号鹏晖商业广场四层L4-010号商铺,4,,,90代100元;,周一至周日 11:00-14:00 17:00-21:00  非营业时段 2018-02-15至2018-02-17 全天,0898-66194119,7833,,,False,1,88,7833,False,False
御品轩猪肚包鸡(金盘店),62810972,海南菜,,0,,4.7,44,98,金盘,5312,19.99068,110.321529,龙华区金盘路26号1号铺面金盘广场正对面,,,免费提供10个停车位,2-3人餐98元，3-4人餐150元，4-6人餐179元;,周一至周日 09:30-22:30  2019-02-01至2019-02-20 休息,0898-36618958/13215789018,7827,,,False,0,112,7827,True,False
财运猪肚包鸡(海甸三东路店),1179166,猪肚鸡火锅,,0,,4.6,56,69.9,海甸岛,5313,20.0525,110.343915,美兰区海甸岛三东路七天连锁酒店旁,,,,双人餐69.9元，2-3人餐98元，3-4人餐99.9元，3-4人餐168元;,周一至周日 11:00-14:00 17:00-02:00  2019-02-01至2019-02-12 休息,0898-66279536,7817,,,False,0,43,7817,False,False
袁记串串香火锅(吾悦广场店),163990865,串串香,,0,,4.9,54,88,新城吾悦购物广场,5312,19.977535,110.336994,龙华区椰海大道吾悦广场金街铺面S2号楼222（中国银行楼上小龙坎楼下，近喜盈门）,2,,,88代100元;,周一至周日 10:00-23:00,0898-66820057,7784,,,False,0,87,7784,False,False
